negative,positive,neutral
0.3285007774829864,0.0429029203951358,0.628596305847168
0.103641077876091,0.5357435941696167,0.3606153130531311
0.7648863196372986,0.0350134968757629,0.2001001387834549
0.2124558836221695,0.2531054317951202,0.5344386696815491
0.0937253236770629,0.5781247615814209,0.3281499445438385
0.0948667973279953,0.090057373046875,0.8150758147239685
0.3853712379932403,0.1199264675378799,0.4947023391723633
0.300983190536499,0.1063179969787597,0.5926987528800964
0.2370561957359314,0.0956298410892486,0.6673139333724976
0.0967630967497825,0.0631988495588302,0.840038001537323
0.3525491058826446,0.0595429316163063,0.5879079699516296
0.4321995079517364,0.0781066417694091,0.4896939396858215
0.8880789279937744,0.023384666070342,0.0885363891720771
0.9149458408355712,0.0225839205086231,0.0624702163040638
0.1056822463870048,0.6263418793678284,0.2679758667945862
0.5742883086204529,0.0295084025710821,0.3962033092975616
0.1986692547798156,0.1869484633207321,0.614382266998291
0.2426941841840744,0.1349463015794754,0.6223595142364502
0.238781064748764,0.0819744914770126,0.6792444586753845
0.290325790643692,0.073344387114048,0.6363298892974854
0.1032322570681572,0.1820907443761825,0.7146769762039185
0.1524431854486465,0.1386338770389557,0.7089229226112366
0.1037173345685005,0.1536071747541427,0.7426754832267761
0.9484490752220154,0.0140118217095732,0.0375391282141208
0.1081535890698432,0.0643369629979133,0.8275094628334045
0.1042952910065651,0.0924176797270774,0.8032870888710022
0.4853874742984772,0.1159634068608284,0.3986490964889526
0.1248945742845535,0.1357436925172805,0.7393617033958435
0.4716549217700958,0.0919175148010253,0.4364275634288788
0.1925413161516189,0.1295071691274643,0.677951455116272
0.073622241616249,0.2440854012966156,0.6822924017906189
0.7052996754646301,0.0515762977302074,0.2431240379810333
0.0967408195137977,0.040660411119461,0.862598717212677
0.0230640321969985,0.2959792912006378,0.6809566020965576
0.6441174149513245,0.0328371115028858,0.3230454325675964
0.212995171546936,0.0694264769554138,0.7175782918930054
0.8530057072639465,0.020579719915986,0.1264145076274871
0.0124902166426181,0.0535965077579021,0.9339132905006408
0.272722989320755,0.0876858383417129,0.6395911574363708
0.1614970713853836,0.5175201296806335,0.320982813835144
0.8608148694038391,0.0454152859747409,0.0937698408961296
0.498285710811615,0.0314038358628749,0.4703104496002197
0.1002159342169761,0.3064499795436859,0.5933340787887573
0.7194103002548218,0.011669922620058,0.2689197659492492
0.3328727781772613,0.0385835357010364,0.6285436749458313
0.8667750954627991,0.0363941490650177,0.0968306884169578
0.0652161911129951,0.1827525347471237,0.7520312666893005
0.2758387625217438,0.0957835391163826,0.6283777356147766
0.3889067471027374,0.054257858544588,0.5568354725837708
0.2612591683864593,0.1046314537525177,0.634109377861023
0.4910523593425751,0.072843462228775,0.4361042380332947
0.0813927873969078,0.6116763949394226,0.306930810213089
0.2962967753410339,0.221094325184822,0.4826089143753052
0.702631950378418,0.0492249429225921,0.248143121600151
0.3180617094039917,0.0544301941990852,0.6275081038475037
0.9451379776000975,0.019238356500864,0.0356236062943935
0.1393169909715652,0.3100461661815643,0.5506368279457092
0.6371328830718994,0.0476136282086372,0.3152534663677215
0.1134238019585609,0.1042413115501403,0.7823349237442017
0.0542347989976406,0.4653994739055633,0.4803657531738281
0.2698690295219421,0.2163076400756836,0.5138233304023743
0.521691620349884,0.0807918533682823,0.397516518831253
0.5731140375137329,0.1139081418514251,0.3129778206348419
0.1125316694378852,0.0782654210925102,0.8092029690742493
0.4247542321681976,0.0675534829497337,0.507692277431488
0.2390810549259185,0.0794076025485992,0.6815113425254822
0.0544313080608844,0.2749823927879333,0.6705862879753113
0.1056027486920356,0.0803859904408454,0.8140112161636353
0.4378681182861328,0.2495639622211456,0.3125678896903991
0.1054553091526031,0.0905876457691192,0.8039569854736328
0.0912916660308837,0.1381534188985824,0.7705549597740173
0.3044977784156799,0.1450323611497879,0.5504698753356934
0.1483774036169052,0.1296781599521637,0.7219444513320923
0.971283793449402,0.0116724800318479,0.0170437153428792
0.2966437935829162,0.0709013268351554,0.6324548721313477
0.083803504705429,0.1450043022632599,0.7711922526359558
0.0250414777547121,0.7666873335838318,0.2082712650299072
0.1090330481529235,0.1159408167004585,0.7750261425971985
0.7572345733642578,0.039203967899084,0.203561469912529
0.0135987140238285,0.8318365216255188,0.1545647829771042
0.045254111289978,0.7549037337303162,0.1998421549797058
0.1118499934673309,0.2963384985923767,0.5918115377426147
0.3007274270057678,0.1530027538537979,0.5462698340415955
0.1747447699308395,0.3777474164962768,0.4475077986717224
0.0878351628780365,0.081641212105751,0.8305236101150513
0.107439324259758,0.0492322817444801,0.8433284163475037
0.32549384236335754,0.06123588979244232,0.6132702827453613
